mode_type,difficulty,rows,bucket_index,multiplier,probability,source,notes
normal,Low,8,0,5.6,7.959059981015918772e-03,authoritative_multiplier_table+symmetric_design,mode=normal_low_8; theta=-0.075291; rebalance_alpha=0.9200; std_floor_two_point_blend; base_std=0.51162768; chosen_std=0.70000000; blend_t=0.12174420; max_var_std=1.46167361; std_rule=0.6-60.0
100balls,High,12,223,67.82,5.799999710000014203e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,224,67.91,1.449999927500003659e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,225,68.01,9.599999520000023845e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,226,68.11,7.499999625000019002e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,227,68.21,1.009999949500002417e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,228,68.31,5.999999700000014768e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,229,68.41,1.459999927000003687e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,230,68.51,1.059999947000002558e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,231,68.61,5.399999730000013074e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,232,68.71,1.439999928000003631e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,233,68.8,5.699999715000013921e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,234,68.9,1.009999949500002417e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,235,69.0,1.199999940000002954e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,236,69.1,7.899999605000020131e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,237,69.2,1.569999921500003998e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,238,69.3,6.299999685000015615e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,239,69.4,1.229999938500003038e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,240,69.5,1.369999931500003433e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,241,69.6,6.499999675000016179e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,242,69.7,1.339999933000003349e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,243,69.8,7.099999645000017873e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,244,69.89,1.129999943500002756e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,245,69.99,1.399999930000003518e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,246,70.09,8.299999585000021260e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,247,70.19,1.369999931500003433e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,248,70.29,9.499999525000023563e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,249,70.39,9.499999525000023563e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,250,70.49,1.519999924000003857e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,251,70.59,6.399999680000015897e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,252,70.69,1.469999926500003716e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,253,70.78,1.259999937000003123e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,254,70.88,1.079999946000002615e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,255,70.98,1.679999916000004092e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,256,71.08,8.199999590000020978e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,257,71.18,1.529999923500003885e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,258,71.28,1.189999940500002925e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,259,71.38,9.399999530000023281e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,260,71.48,1.809999909500004459e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,261,71.58,7.799999610000019849e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,262,71.68,1.359999932000003405e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,263,71.78,1.119999944000002728e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,264,71.87,7.699999615000019566e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,265,71.97,1.869999906500004628e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,266,72.07,9.699999515000024128e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,267,72.17,1.269999936500003151e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,268,72.27,1.439999928000003631e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,269,72.37,9.099999545000022434e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,270,72.47,1.759999912000004317e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,271,72.57,9.499999525000023563e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,272,72.67,1.369999931500003433e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,273,72.76,1.419999929000003575e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,274,72.86,6.299999685000015615e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,275,72.96,1.719999914000004205e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,276,73.06,1.159999942000002841e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,277,73.16,1.049999947500002530e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,278,73.26,1.909999904500004741e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,279,73.36,8.599999570000021023e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,280,73.46,1.879999906000004656e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,281,73.56,1.319999934000003292e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,282,73.66,8.399999580000020458e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,283,73.76,2.139999893000005173e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,284,73.85,9.199999540000022716e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,285,73.95,1.709999914500004176e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,286,74.05,1.679999916000004092e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,287,74.15,9.099999545000022434e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,288,74.25,1.879999906000004656e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,289,74.35,1.119999944000002728e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
